mod_id,author_id
1720822983,14846
2518452640,16149
1703878810,11886
1603606646,9974
1645053742,11203
1645053742,7082
1674363949,6614
801561399,5061
970606318,15916
1875961239,17056
2131062247,15543
2487654057,6549
2496490517,7542
1636568088,20464
2836204087,2799
715799688,17806
969425465,7364
709694948,1169
698719455,13795
1653493145,16712
754370886,10600
1392952949,19296
1136422691,12869
814887886,20552
2426870612,4530
2273711042,2824
2351464504,11296
1802849200,7467
2504357967,15243
700690090,848
700690090,3176
2726717316,16277
872680230,54
2475206586,20921
2475206586,13941
2475206586,20535
1692428764,20216
2758765566,17761
2411045203,7125
1407644197,15729
1279869937,14118
1465101777,230
1857113282,8594
1893151298,10920
1913480716,8996
2347123986,17159
1781340950,8476
1947107409,3527
2716239881,9319
965016562,16281
960748137,15472
960748137,3225
1502384944,15435
1305799853,3499
2808480698,7548
796528126,11981
1495954921,11615
2809885526,6767
2321321864,10966
2321321864,7648
2256109995,17108
2081627721,10661
970518762,15916
970518762,16082
2776773416,20728
778255598,8374
2805898131,14778
1357539470,17481
1357539470,5609
1409462866,14878
2612213892,19594
1591222697,4326
2839020692,17363
2097861977,620
1466068081,16346
2878805471,11148
1140127756,15258
2796889447,16453
883492352,17269
2662381366,18762
1361550483,4287
2083329384,19043
2573657322,17395
2875812972,12846
888822613,13713
1681281700,13520
1883052425,10079
1376307431,3087
2872963758,12074
2587286901,1701
1485393975,12300
1278158164,13968
941166891,13661
1986378593,18134
2124413778,8877
1585279486,16307
907319508,17563
2456947081,13687
2333720781,16861
2836341308,17932
2076091738,17310
896207679,15184
1778320506,104
1895419002,8919
2879537979,10362
2879537979,406
1719868139,21129
701626158,13912
2597315164,19361
2597315164,19052
2462420631,10310
2112857107,744
802869236,4602
2644392419,1070
1364972348,14767
1457183770,12888
1198173426,5998
2759055498,14918
2007026732,5284
723966764,7424
2610842622,7675
2803182583,10956
739028207,911
2373839815,6657
1800393298,3413
1577444180,6132
1880589390,17794
2620543262,12398
1373385377,17492
2458611255,8073
1338262782,1782
2782987993,20151
2014897401,578
2665550199,20508
2582231782,9594
838406928,2432
2763613423,8160
2763613423,4657
778793259,3496
1118440142,6102
1261642919,16634
1367939537,1466
2285832064,10195
2786242251,9383
1853491394,10747
1912778708,2087
1396792099,17921
1903310711,5964
2379341926,9703
1348837901,13489
2785599013,14194
2818930968,11133
729702483,15006
1826566001,8769
2723521680,20638
1649306531,18311
2013557368,15416
1365069158,194
1671747717,13996
888848562,603
707665748,10732
2299628389,19825
1722994172,17772
2271514448,18042
1717270303,3791
1763276575,14415
1292990406,14562
2011753398,3935
722403526,1930
855504945,3827
2100910800,6202
2748704287,20934
1708279875,10198
1708279875,1888
1174486898,13544
1626222434,12519
2293961438,6878
1125696440,5910
1563388527,16714
2742462380,861
2478760522,7488
2280297595,8504
2359556192,17284
1286218869,4152
1334241197,17892
773703434,14997
1833698757,11735
1523582930,9466
1363774447,3346
816924090,6054
816924090,10703
2664527754,18935
1705545357,7325
1630141282,17962
2874281116,13261
1171912823,12311
1399282618,13683
2104382752,7595
858001762,16338
1866827830,14876
2814718753,9434
2819921745,2059
2270593066,20829
2627953847,11446
1782329378,19090
735087143,18817
1305122696,17964
2663042436,18743
958993192,1332
834326064,4288
2516991204,9369
1846901891,10318
2542436419,9720
1196020311,16827
2162166237,11885
2431305989,12370
1269081221,2792
864667582,18518
2443597660,13477
2570266214,20141
1671703911,20340
1490992080,8594
1730683832,2021
1730683832,11207
882734747,3768
1843745940,7145
2209523156,12000
2007627711,3216
1673967382,2797
1658846799,10226
2835866821,6880
2439254892,15494
2507703832,10079
1768172971,6116
2675518144,13691
1815806831,9511
2766234938,14030
2766234938,18121
2766234938,6792
850637496,14745
2801064470,5510
1413209989,2158
1361947953,300
947317439,9281
850728305,6640
2765487662,3010
2788080099,2317
2841583923,20026
2435027744,3192
2849202428,16352
1384155982,2289
2569816170,19600
1674105806,1585
1708731489,8774
2664053385,13685
2570503762,19153
2369802656,7426
1919153799,859
2818243977,15021
2873439641,17234
2430698699,18203
1642900148,4143
2574204381,13875
2125689694,17066
2271409041,10251
2878007166,11222
2853542910,8737
